article_id,avg_price,popularity
108775044,0.008351089571428572,7
110065011,0.009305085,2
111565001,0.005648528070175439,57
111586001,0.012689427845323741,139
111593001,0.012368830290566037,159
111609001,0.009574541644897959,49
120129001,0.0076101695,4
120129014,0.008457627,2
123173001,0.012523002033333333,105
126589007,0.0016779661,1
126589010,0.0025932204,1
129085001,0.01243474574,20
129085026,0.016932203,4
129085027,0.016932203,6
130035001,0.01136524238309859,71
144993001,0.014163246842105263,19
145872052,0.02527889090909091,11
145872053,0.025033898636363638,11
146706001,0.016932203,1
146706004,0.013542373,1
146730001,0.009674884434090909,44
148033001,0.010731542695762711,118
148033006,0.0073024770692307695,13
153115019,0.024872881634615387,52
153115020,0.024160613642857143,63
153115021,0.02461625406923077,39
153115040,0.02505000035,20
153115043,0.023024364625,16
156224001,0.007180277272727273,11
156224002,0.007198231343478261,23
156227001,0.005876733354545455,11
156227002,0.0069593221,5
156231001,0.006768298396368715,358
156231002,0.006437146816666667,24
158340001,0.012788855064383561,365
160442007,0.013213923306497176,354
160442010,0.013170096961038961,308
160442043,0.012812752325396824,63
163734054,0.0026949153,1
174057039,0.02201695,1
176209023,0.025432203875,8
176754001,0.0006779661,4
176754003,0.000782838968125,16
179123001,0.01570500378333333,42
179208001,0.01250198596875,128
179208008,0.0097754235,4
179393001,0.00562711858,5
179393018,0.00473728795,4
179950001,0.024930201811023622,127
179950002,0.025043583857142858,7
179950017,0.0251917375625,16
182909001,0.011972881164,25
186262001,0.004098496979245283,53
186262006,0.0041025641153846154,39
186262013,0.004148631046153846,13
186264014,0.0016259079928571429,14
186264016,0.0008474576,1
186266004,0.0015629539928571428,14
186267001,0.001656779658333333,12
187949030,0.030491525,1
187949031,0.029322034,1
188183009,0.02201695,1
188183010,0.02201695,1
188183016,0.0218474575,2
188183021,0.02201695,1
189616001,0.016291375639705882,136
189616006,0.016176681863636362,66
189616015,0.010152542,1
189616028,0.016783898,16
189616032,0.01677330475,16
189616038,0.016932203,7
189626001,0.00416389096,115
189634001,0.0077309322625,8
194037001,0.007557438711111111,9
198518010,0.0163050845,6
198518017,0.015237289,1
198518031,0.016720339,2
198714001,0.0033728813,1
200182001,0.010736143016216216,74
200182002,0.008511299554166666,24
200761028,0.0059152542,2
201219001,0.019627357408450705,71
201219003,0.018136976857142856,49
201219011,0.00959661,5
201219013,0.014146892666666666,15
201219014,0.012998696307692308,13
201219016,0.02064444446666667,45
201219017,0.02095080624390244,41
205225001,0.010435028550000001,6
212629004,0.009840193428571429,7
212629047,0.011742585125,16
212629048,0.006976418678260869,23
212629051,0.015237289,2
214844001,0.0021207963285714286,63
214844002,0.0020529660890625,64
214844003,0.0016390288540540539,37
215303001,0.01303389825,4
215303005,0.008596302045454545,11
215589001,0.013766948749999999,4
215589002,0.014095141066666666,75
217727002,0.004416949040000001,5
217727003,0.0026949153,1
219075014,0.018627118,1
219075023,0.018627118,1
220094001,0.013002118625,8
220094018,0.02540678,1
220094019,0.013857887923076923,13
220094020,0.024386198785714287,14
220094021,0.0133305085,4
224521007,0.06438983,1
224606019,0.006913220288,25
226959007,0.01597033871388889,36
226959008,0.015059321725,24
226959009,0.016932203,2
228257001,0.007852336851515151,198
228257002,0.007319823073913043,23
228257003,0.007953733332432432,74
228257004,0.007603578127777778,18
228257005,0.0016949152,1
228257008,0.0043146187125,16
233091021,0.0033728813,2
234421001,0.008457627,1
234421002,0.004309321966666667,12
234421004,0.013735592799999998,5
234622003,0.020440678,2
235596002,0.002977401163333333,18
237347004,0.016949153,1
237347045,0.032946299059405944,101
237347052,0.032648689545454544,11
237347053,0.033572033,4
237347055,0.033881355,2
237347059,0.03313707342718447,206
237347063,0.03299165927777778,126
240561001,0.012302382392753622,138
241412044,0.015237289,1
241412052,0.013542373,2
241602003,0.017559322,1
241602018,0.059305083,1
241602028,0.035576273,1
243613004,0.02201695,5
243937001,0.01459322019,40
243937028,0.016614124066666666,30
244267021,0.02540678,2
249136006,0.024220338,1
249136015,0.033881355,1
249136020,0.025864408,2
250099001,0.022380826375,32
250099002,0.019733235130434783,23
250457010,0.01981356,2
251510001,0.006762712,1
252298005,0.041288137,1
253448001,0.024651907025,80
253448002,0.02481273287804878,41
253448003,0.024423255614525137,179
253448059,0.023627118785714284,14
253448062,0.0206779662,10
262277011,0.05083051,2
265630004,0.015351368815384615,26
265630006,0.0125190677375,24
266168001,0.016932203,2
266873006,0.007067796480000001,5
266873009,0.0026949153,1
266875001,0.015757517583870968,62
266875006,0.01614726907777778,45
266875022,0.010152542,3
266875024,0.014490395333333333,15
268305001,0.007704600435714286,14
270375001,0.01320339,1
270375004,0.0087944915125,16
270375006,0.00539322034,5
270381001,0.00417514115,12
270381003,0.00441355933,10
270382001,0.005847457725,4
270382004,0.008728813566666667,9
278811006,0.03234463209259259,54
278811007,0.033398303750000004,4
278811009,0.03199811588888889,9
278811010,0.033881355,1
278811011,0.03264098543939394,66
282832018,0.09922457937500001,8
282832021,0.10012203680000001,5
282832022,0.101237292,5
287645002,0.008457627,2
287645003,0.008457627,3
287645027,0.008457627,1
288859017,0.015423729,1
291338034,0.02138983,1
291338035,0.022016949999999997,3
293244001,0.007852300242857142,7
293244002,0.007779661,1
293244003,0.007847457625,4
293433002,0.015263482181818182,22
293433050,0.015607344333333334,6
293433054,0.015237288,2
293433061,0.013768361666666666,3
293510002,0.015912832714285712,7
293510018,0.016932203,2
294008002,0.014186440307692309,13
294008005,0.013927422520512819,39
294008047,0.01227118635,2
294008056,0.016041313375,16
294076007,0.033881355,4
296366006,0.0026949153,1
296366032,0.004457627,1
297067002,0.013024598517699116,113
297078001,0.015966547881578946,38
297078002,0.014361284747368423,38
297078005,0.010011299333333334,3
300024006,0.02201695,1
300024009,0.05083051,1
300024013,0.02540678,2
300024016,0.02540678,7
300024045,0.021838983833333336,6
300024048,0.02032203475,8
300024058,0.03283050908510638,47
300024063,0.02499435,3
300024064,0.03111716969565217,23
300908003,0.07625423,1
300908004,0.07594067500000001,2
301227002,0.02474907483908046,87
301227017,0.0241355935,2
301227019,0.02516222789285714,28
301656013,0.015237289,1
301656026,0.050008475983870974,62
301687001,0.010830509,1
302334001,0.016115819,6
304786008,0.007587570588888888,9
305304008,0.013542373000000002,12
305304010,0.02540678,1
305304019,0.02540678,1
305304020,0.011847458,2
305931001,0.019319967414634147,205
306847002,0.02278208264285714,14
306847009,0.022864407,2
306847013,0.023341102,8
307239001,0.008474576,1
